timestamp,config_hash,input_files,random_seed,status,reason,stack,model,split,fold,ece,n_samples,n_bins
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,RandomForest,random,1,0.08651552716504345,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,RandomForest,random,2,0.10650938585694776,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,RandomForest,random,3,0.07997152706083044,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,RandomForest,random,4,0.07120053502291843,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,RandomForest,spatial,1,0.25570967741935485,124,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,RandomForest,spatial,2,0.13291893020034043,139,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,RandomForest,spatial,3,0.3001187214611872,219,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,RandomForest,spatial,4,0.2089857142857143,140,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,XGBoost,random,1,0.1301187657010861,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,XGBoost,random,2,0.15915941427915523,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,XGBoost,random,3,0.09009767886131043,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,XGBoost,random,4,0.1603209068698268,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,XGBoost,spatial,1,0.34825264614435936,124,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,XGBoost,spatial,2,0.28234132802743706,139,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,XGBoost,spatial,3,0.36263789256958107,219,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B0.csv,42,OK,,B0,XGBoost,spatial,4,0.37674056185143334,140,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,RandomForest,random,1,0.04306410256410252,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,RandomForest,random,2,0.060243589743589745,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,RandomForest,random,3,0.08336774193548387,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,RandomForest,random,4,0.08499354838709679,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,RandomForest,spatial,1,0.21153225806451612,124,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,RandomForest,spatial,2,0.07358273381294964,139,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,RandomForest,spatial,3,0.19701369863013699,219,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,RandomForest,spatial,4,0.1033,140,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,XGBoost,random,1,0.13528238867337888,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,XGBoost,random,2,0.1518791566292445,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,XGBoost,random,3,0.08461487735471418,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,XGBoost,random,4,0.12289702873076161,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,XGBoost,spatial,1,0.3079498035292471,124,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,XGBoost,spatial,2,0.27769899368286133,139,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,XGBoost,spatial,3,0.3164384332421708,219,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B1.csv,42,OK,,B1,XGBoost,spatial,4,0.2540128618478775,140,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,RandomForest,random,1,0.08841025641025643,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,RandomForest,random,2,0.13115384615384618,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,RandomForest,random,3,0.09647741935483872,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,RandomForest,random,4,0.12612903225806454,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,RandomForest,spatial,1,0.08187096774193547,124,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,RandomForest,spatial,2,0.14094964028776968,139,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,RandomForest,spatial,3,0.19785388127853878,219,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,RandomForest,spatial,4,0.08605714285714282,140,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,XGBoost,random,1,0.13811040153870216,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,XGBoost,random,2,0.09286070786989653,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,XGBoost,random,3,0.0975970887368725,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,XGBoost,random,4,0.11416651433514013,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,XGBoost,spatial,1,0.1949801336853735,124,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,XGBoost,spatial,2,0.18690479787991202,139,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,XGBoost,spatial,3,0.31983523186483337,219,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B2.csv,42,OK,,B2,XGBoost,spatial,4,0.18460322001150678,140,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,RandomForest,random,1,0.11387179487179486,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,RandomForest,random,2,0.11376923076923078,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,RandomForest,random,3,0.11455483870967739,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,RandomForest,random,4,0.11370322580645159,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,RandomForest,spatial,1,0.11061290322580644,124,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,RandomForest,spatial,2,0.07651798561151084,139,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,RandomForest,spatial,3,0.21473059360730598,219,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,RandomForest,spatial,4,0.06952857142857141,140,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,XGBoost,random,1,0.12159212506734408,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,XGBoost,random,2,0.11981085133858217,156,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,XGBoost,random,3,0.09753111543193943,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,XGBoost,random,4,0.12886430774965596,155,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,XGBoost,spatial,1,0.17167435706623138,124,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,XGBoost,spatial,2,0.22823596751089575,139,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,XGBoost,spatial,3,0.28534414221162663,219,10
20260612T173210Z,13c231aedc6c4af000cc8e3d111c543a4f647b4d8bedc4a01eb286ff8f65d8e5,data/reference_samples_verified_622_public.csv;data/features_fold3_teacher_vhr_repair_20260613/B3.csv,42,OK,,B3,XGBoost,spatial,4,0.18587912108216964,140,10
